,seqname,gene_name,start,end,strand,gene_id
3102036,chr20,Y_RNA,36668559,36668670,-,ENSG00000202255.1
3102039,chr20,ENSG00000289373,36677488,36677797,+,ENSG00000289373.1
3102042,chr20,DSN1,36751791,36773818,-,ENSG00000149636.16
3102241,chr20,SOGA1,36777447,36863538,-,ENSG00000149639.15
3102342,chr20,RN7SL156P,36870099,36870402,+,ENSG00000242509.3
3102345,chr20,TLDC2,36876121,36894235,+,ENSG00000101342.10
3102389,chr20,SAMHD1,36890229,36951893,-,ENSG00000101347.11
3103144,chr20,RBL1,36996349,37095997,-,ENSG00000080839.12
3103269,chr20,RPS3AP3,37021743,37021984,-,ENSG00000231241.1
3103272,chr20,RPS27AP3,37049254,37049707,+,ENSG00000226144.2
3103275,chr20,ENSG00000269846,37095785,37097178,+,ENSG00000269846.1
3103278,chr20,MROH8,37101226,37179588,-,ENSG00000101353.16
3103458,chr20,ENSG00000236159,37165774,37166312,-,ENSG00000236159.1
3103461,chr20,RPN2,37178410,37241619,+,ENSG00000118705.17
3103614,chr20,GHRH,37251086,37261819,-,ENSG00000118702.11
3103645,chr20,MANBAL,37289649,37317260,+,ENSG00000101363.13
3103711,chr20,ENSG00000286240,37338886,37344109,-,ENSG00000286240.1
3103715,chr20,SRC,37344685,37406050,+,ENSG00000197122.13
3103956,chr20,RPL7AP14,37444733,37445534,-,ENSG00000213979.3
3103959,chr20,BLCAP,37492472,37527931,-,ENSG00000166619.15
3104062,chr20,NNAT,37521206,37523690,+,ENSG00000053438.11
3104114,chr20,ENSG00000276603,37526642,37527060,-,ENSG00000276603.1
3104117,chr20,PPIAP3,37530039,37530543,+,ENSG00000235044.1
3104120,chr20,LINC01746,37571103,37591493,+,ENSG00000274469.2
3104132,chr20,GLRXP1,37602852,37603185,-,ENSG00000228234.1
3104135,chr20,LINC00489,37619298,37623119,-,ENSG00000225759.1
3104140,chr20,ENSG00000204117,37676889,37683234,+,ENSG00000204117.2
3104151,chr20,CTNNBL1,37693955,37872129,+,ENSG00000132792.19
3104404,chr20,VSTM2L,37903111,37945350,+,ENSG00000132821.12
3104436,chr20,RN7SKP185,37975156,37975481,-,ENSG00000199683.1
3104439,chr20,TTI1,37983007,38033461,-,ENSG00000101407.13
3104517,chr20,RPRD1B,38033725,38127780,+,ENSG00000101413.12
3104603,chr20,RN7SL237P,38098414,38098700,-,ENSG00000264767.2
3104606,chr20,ENSG00000277550,38103524,38104961,-,ENSG00000277550.1
3104609,chr20,TGM2,38127385,38166578,-,ENSG00000198959.12
3104693,chr20,KIAA1755,38210503,38260772,-,ENSG00000149633.12
3104781,chr20,ENSG00000277829,38233251,38233799,-,ENSG00000277829.1
3104784,chr20,ENSG00000285144,38260149,38304332,+,ENSG00000285144.1
3104789,chr20,ENSG00000285347,38260175,38293892,+,ENSG00000285347.1
3104797,chr20,ENSG00000285100,38270778,38274020,+,ENSG00000285100.1
3104800,chr20,ENSG00000206249,38288331,38326536,-,ENSG00000206249.3
3104805,chr20,BPI,38304150,38337505,+,ENSG00000101425.14
3104934,chr20,LBP,38346482,38377013,+,ENSG00000129988.6
3104970,chr20,ENSG00000275285,38378825,38383179,+,ENSG00000275285.1
3104974,chr20,ENSG00000224635,38404893,38416797,-,ENSG00000224635.2
3104979,chr20,ENSG00000275401,38418483,38419202,-,ENSG00000275401.1
3104982,chr20,SNHG17,38419638,38435409,-,ENSG00000196756.15
3105832,chr20,SNORA71,38421647,38421774,-,ENSG00000277034.1
3105835,chr20,SNORA71B,38425083,38425354,-,ENSG00000235408.6
3105838,chr20,SNORA71A,38427309,38427442,-,ENSG00000225091.3
3105841,chr20,SNORA71C,38429670,38429803,-,ENSG00000201512.1
3105844,chr20,SNORA71D,38433865,38433998,-,ENSG00000200354.1
3105847,chr20,SNORA71,38442036,38442169,+,ENSG00000201811.1
3105850,chr20,SNHG11,38446343,38450940,+,ENSG00000174365.22
3106131,chr20,SNORA71E,38448084,38448215,+,ENSG00000274309.1
3106134,chr20,SNORA60,38449370,38449503,+,ENSG00000199266.1
3106137,chr20,RALGAPB,38472816,38578859,+,ENSG00000170471.15
3106460,chr20,MIR548O2,38516563,38516632,+,ENSG00000275453.2
3106463,chr20,RPS3P2,38537758,38538458,+,ENSG00000231307.1
3106466,chr20,ADIG,38581195,38588463,+,ENSG00000182035.13
3106509,chr20,ENSG00000289012,38581197,38623493,+,ENSG00000289012.1
3106514,chr20,ARHGAP40,38601809,38651035,+,ENSG00000124143.11
3106592,chr20,ENSG00000213959,38614913,38615476,-,ENSG00000213959.2
3106595,chr20,Metazoa_SRP,38711821,38712103,-,ENSG00000277965.1
3106598,chr20,SLC32A1,38724486,38729372,+,ENSG00000101438.4
3106608,chr20,ACTR5,38748460,38772520,+,ENSG00000101442.10
3106632,chr20,RN7SKP173,38761528,38761842,+,ENSG00000199691.1
3106635,chr20,PPP1R16B,38805697,38923024,+,ENSG00000101445.10
3106697,chr20,RN7SL116P,38872770,38873074,+,ENSG00000240474.3
3106700,chr20,FAM83D,38926312,38953106,+,ENSG00000101447.15
3106727,chr20,ENSG00000274825,38955910,38956547,+,ENSG00000274825.1
3106730,chr20,DHX35-DT,38961925,38962111,-,ENSG00000261431.1
3106733,chr20,DHX35,38962299,39039723,+,ENSG00000101452.15
3107000,chr20,ENSG00000277581,38962472,38962993,+,ENSG00000277581.1
3107003,chr20,NPM1P19,38977711,38978422,-,ENSG00000223864.1
3107006,chr20,LINC01734,39213777,39224748,-,ENSG00000230324.1
3107012,chr20,ENSG00000287983,39231115,39233836,-,ENSG00000287983.1
3107016,chr20,ATG3P1,39329014,39329924,-,ENSG00000224357.1
3107019,chr20,RN7SL680P,39349094,39349392,-,ENSG00000275337.1
3107022,chr20,ENSG00000286083,39655325,39663552,-,ENSG00000286083.1
3107027,chr20,ENSG00000229976,39757202,39815097,+,ENSG00000229976.2
3107042,chr20,HSPE1P1,39932922,39933239,-,ENSG00000234878.1
3107045,chr20,LINC01370,40004216,40011323,+,ENSG00000237767.4
3107094,chr20,ENSG00000233415,40031585,40043889,+,ENSG00000233415.1
3107099,chr20,ENSG00000223410,40121041,40126357,+,ENSG00000223410.1
3107104,chr20,MAFB,40685848,40689236,-,ENSG00000204103.4
3107112,chr20,ENSG00000229771,40696499,40698616,-,ENSG00000229771.2
3107116,chr20,ENSG00000286972,40717257,40758636,+,ENSG00000286972.1
3107120,chr20,RNA5SP484,40854119,40854229,-,ENSG00000238908.1
3107123,chr20,RNU2-52P,41024205,41024394,+,ENSG00000222612.1
3107126,chr20,TOP1,41028822,41124487,+,ENSG00000198900.7
3107303,chr20,PLCG1-AS1,41098019,41138003,-,ENSG00000226648.2
3107340,chr20,PLCG1,41136960,41196801,+,ENSG00000124181.15
3107711,chr20,MIR6871,41169023,41169078,+,ENSG00000276169.1
3107714,chr20,ZHX3,41178448,41317731,-,ENSG00000174306.22
3107920,chr20,ENSG00000272407,41196647,41196938,-,ENSG00000272407.1
3107923,chr20,RPL23AP81,41196691,41197157,+,ENSG00000242748.1
3107926,chr20,RN7SL615P,41290280,41290577,-,ENSG00000263989.2
3107929,chr20,ADI1P1,41331123,41331660,+,ENSG00000235102.1
3107932,chr20,LPIN3,41340821,41360582,+,ENSG00000132793.12
3108053,chr20,EMILIN3,41359962,41366818,-,ENSG00000183798.5
3108067,chr20,ENSG00000229398,41382383,41383107,+,ENSG00000229398.1
3108070,chr20,CHD6,41402083,41618384,-,ENSG00000124177.16
3108230,chr20,ENSG00000235088,41459354,41461944,-,ENSG00000235088.1
3108234,chr20,ENSG00000273951,41485571,41486225,-,ENSG00000273951.1
3108237,chr20,RPL12P11,41547422,41547922,+,ENSG00000232493.2
3108240,chr20,ENSG00000288843,41623499,41715725,-,ENSG00000288843.2
3108251,chr20,RNU6-1018P,41684986,41685091,-,ENSG00000252386.1
3108254,chr20,ENSG00000212224,41712479,41712600,-,ENSG00000212224.1
3108257,chr20,ENSG00000225458,41991140,42063969,+,ENSG00000225458.1
3108261,chr20,ENSG00000223651,41997131,41999397,-,ENSG00000223651.1
3108264,chr20,ENSG00000228959,42014034,42015478,-,ENSG00000228959.1
3108269,chr20,PTPRT,42072752,43189970,-,ENSG00000196090.13
3108924,chr20,ENSG00000229892,42606694,42607559,+,ENSG00000229892.1
3108928,chr20,ENSG00000229042,42685404,42688562,+,ENSG00000229042.2
3108938,chr20,PTPRT-AS1,42968743,42971492,+,ENSG00000227599.1
3108942,chr20,RN7SKP100,43063326,43063609,+,ENSG00000223190.1
3108945,chr20,PTPRT-DT,43189998,43202603,+,ENSG00000233508.4
3108960,chr20,RN7SL666P,43222206,43222509,+,ENSG00000240639.3
3108963,chr20,PPIAP21,43230760,43231260,+,ENSG00000226038.5
3108966,chr20,ENSG00000252193,43304555,43304679,+,ENSG00000252193.1
3108969,chr20,ENSG00000237555,43388642,43389041,-,ENSG00000237555.1
3108972,chr20,RNU6-743P,43405473,43405578,+,ENSG00000201021.1
3108975,chr20,EIF4EBP2P1,43423196,43423538,-,ENSG00000233711.1
3108978,chr20,Y_RNA,43451159,43451260,-,ENSG00000206998.1
3108981,chr20,SRSF6,43457893,43466046,+,ENSG00000124193.16
3109078,chr20,ENSG00000288000,43458054,43541881,+,ENSG00000288000.1
3109134,chr20,RNU6-1251P,43473013,43473119,+,ENSG00000201372.1
3109137,chr20,L3MBTL1,43489442,43550954,+,ENSG00000185513.17
3109979,chr20,ENSG00000234271,43523261,43523572,-,ENSG00000234271.1
3109982,chr20,ENSG00000277611,43540171,43569498,+,ENSG00000277611.1
3110000,chr20,ENSG00000226143,43549389,43550949,-,ENSG00000226143.1
3110004,chr20,SGK2,43558968,43588237,+,ENSG00000101049.18
3110304,chr20,ENSG00000282876,43590009,43590596,-,ENSG00000282876.1
3110307,chr20,IFT52,43590937,43647299,+,ENSG00000101052.13
3110405,chr20,RPL27AP,43652523,43653291,+,ENSG00000215467.2
3110409,chr20,MYBL2,43667019,43716495,+,ENSG00000101057.16
3110474,chr20,GTSF1L,43726164,43727002,-,ENSG00000124196.6
3110491,chr20,RNU6-639P,43796437,43796543,-,ENSG00000206801.1
3110494,chr20,LINC01728,43894720,43895468,+,ENSG00000233277.1
3110498,chr20,TOX2,43914852,44069616,+,ENSG00000124191.18
3110608,chr20,RN7SL443P,44007248,44007537,+,ENSG00000241229.3
3110611,chr20,JPH2,44106590,44187188,-,ENSG00000149596.7
3110638,chr20,ENSG00000287570,44181111,44182712,+,ENSG00000287570.1
3110642,chr20,OSER1,44195939,44210771,-,ENSG00000132823.11
3110673,chr20,OSER1-DT,44210907,44226027,+,ENSG00000223891.7
3110723,chr20,GDAP1L1,44247099,44280947,+,ENSG00000124194.17
3110836,chr20,FITM2,44302840,44311202,-,ENSG00000197296.6
3110846,chr20,R3HDML,44337043,44351238,+,ENSG00000101074.5
3110862,chr20,Y_RNA,44344839,44344933,+,ENSG00000201363.2
3110865,chr20,R3HDML-AS1,44347552,44355185,-,ENSG00000226812.2
3110874,chr20,HNF4A,44355699,44432845,+,ENSG00000101076.20
3111152,chr20,HNF4A-AS1,44372746,44395706,-,ENSG00000229005.2
3111161,chr20,ENSG00000233376,44389624,44391537,-,ENSG00000233376.1
3111165,chr20,MIR3646,44408120,44408203,+,ENSG00000266151.1
3111168,chr20,LINC01620,44436172,44465349,-,ENSG00000168746.8
3111189,chr20,RPL37AP1,44466564,44466842,-,ENSG00000226243.1
3111192,chr20,TTPAL,44475874,44494603,+,ENSG00000124120.11
3111252,chr20,SERINC3,44496221,44522085,-,ENSG00000132824.14
3111322,chr20,PKIG,44531785,44624247,+,ENSG00000168734.14
3111426,chr20,ADA,44584896,44652252,-,ENSG00000196839.14
3112590,chr20,LINC01260,44656451,44663498,-,ENSG00000283440.1
3112596,chr20,ENSG00000132832,44656451,44696096,-,ENSG00000132832.10
3112604,chr20,KCNK15-AS1,44694892,44746021,-,ENSG00000244558.6
3112623,chr20,CCN5,44714844,44728509,+,ENSG00000064205.11
3112673,chr20,KCNK15,44745865,44752313,+,ENSG00000124249.7
3112683,chr20,ENSG00000276223,44746642,44747201,+,ENSG00000276223.1
3112686,chr20,RIMS4,44751808,44810546,-,ENSG00000101098.13
3112720,chr20,PGBD4P2,44841925,44842539,-,ENSG00000277708.1
3112723,chr20,ENSG00000286100,44864435,44885604,-,ENSG00000286100.1
3112727,chr20,YWHAB,44885702,44908532,+,ENSG00000166913.13
3112822,chr20,PABPC1L,44910060,44959035,+,ENSG00000101104.13
3113112,chr20,TOMM34,44942130,44960397,-,ENSG00000025772.8
3113132,chr20,STK4-DT,44963794,44966959,-,ENSG00000227477.2
3113145,chr20,STK4,44966494,45080021,+,ENSG00000101109.13
3113412,chr20,Y_RNA,45004348,45004454,+,ENSG00000252021.1
3113415,chr20,KCNS1,45091214,45101127,-,ENSG00000124134.9
3113444,chr20,WFDC5,45109452,45115174,-,ENSG00000175121.12
3113471,chr20,WFDC12,45123425,45124465,-,ENSG00000168703.5
3113483,chr20,ENSG00000283142,45137706,45138976,-,ENSG00000283142.1
3113491,chr20,PI3,45174902,45176544,+,ENSG00000124102.5
3113503,chr20,ENSG00000289172,45179818,45189319,+,ENSG00000289172.2
3113523,chr20,SEMG1,45207033,45209768,+,ENSG00000124233.12
3113535,chr20,SEMG2,45221373,45224458,+,ENSG00000124157.7
3113547,chr20,ENSG00000233352,45229817,45230191,+,ENSG00000233352.1
3113551,chr20,ENSG00000243995,45230868,45233331,+,ENSG00000243995.3
3113559,chr20,SLPI,45252239,45254564,-,ENSG00000124107.5
3113573,chr20,MATN4,45293445,45308529,-,ENSG00000124159.17
3113718,chr20,RBPJL,45306840,45317824,+,ENSG00000124232.11
3113823,chr20,SDC4,45325288,45348424,-,ENSG00000124145.6
3113839,chr20,ENSG00000275894,45345115,45345823,-,ENSG00000275894.1
3113842,chr20,SYS1,45361937,45376798,+,ENSG00000204070.10
3113929,chr20,SYS1-DBNDD2,45363200,45410610,+,ENSG00000254806.5
3113986,chr20,TP53TG5,45372557,45407889,-,ENSG00000124251.11
3114018,chr20,NDUFB4P10,45388347,45388705,-,ENSG00000232880.1
3114021,chr20,DBNDD2,45406057,45410610,+,ENSG00000244274.9
3114133,chr20,PIGT,45416084,45456934,+,ENSG00000124155.19
3115683,chr20,MIR6812,45425510,45425573,+,ENSG00000273555.1
3115686,chr20,ENSG00000277022,45435272,45448325,-,ENSG00000277022.1
3115690,chr20,WFDC2,45469753,45481532,+,ENSG00000101443.18
3115758,chr20,ENSG00000237464,45487613,45490248,+,ENSG00000237464.1
3115762,chr20,RPL5P2,45490818,45491671,-,ENSG00000237068.1
3115765,chr20,SPINT3,45512461,45515622,-,ENSG00000101446.8
3115775,chr20,WFDC6,45534196,45539482,-,ENSG00000243543.9
3115795,chr20,EPPIN-WFDC6,45534196,45547662,-,ENSG00000249139.2
3115826,chr20,ENSG00000232135,45536796,45537014,-,ENSG00000232135.1
3115829,chr20,HSPD1P21,45539983,45540227,-,ENSG00000229900.1
3115832,chr20,EPPIN,45540626,45547752,-,ENSG00000101448.14
3115873,chr20,WFDC8,45551153,45579326,-,ENSG00000158901.12
3115910,chr20,RNA5SP485,45559758,45559876,-,ENSG00000201923.1
3115913,chr20,CCNB1IP1P2,45567990,45568807,-,ENSG00000230860.1
3115916,chr20,WFDC9,45607939,45631284,-,ENSG00000180205.4
3115932,chr20,WFDC10A,45629739,45631196,+,ENSG00000180305.5
3115942,chr20,RPS2P7,45640486,45641370,-,ENSG00000235508.3
3115945,chr20,WFDC11,45648563,45670270,-,ENSG00000180083.11
3115989,chr20,WFDC10B,45684651,45705019,-,ENSG00000182931.10
3116014,chr20,WFDC13,45702038,45708817,+,ENSG00000168634.5
3116028,chr20,MIR3617,45705102,45705180,-,ENSG00000266071.1
3116031,chr20,SPINT4,45722347,45725830,+,ENSG00000149651.4
3116043,chr20,HNRNPA1P3,45745737,45746287,-,ENSG00000226188.2
3116046,chr20,WFDC3,45747944,45791932,-,ENSG00000124116.19
3116153,chr20,SPINT5P,45749920,45750074,+,ENSG00000168630.3
3116156,chr20,RNU6ATAC38P,45778698,45778823,+,ENSG00000221046.1
3116159,chr20,DNTTIP1,45791954,45811427,+,ENSG00000101457.13
3116273,chr20,UBE2C,45812576,45816957,+,ENSG00000175063.17
3116388,chr20,TNNC2,45823214,45833745,-,ENSG00000101470.10
3116425,chr20,SNX21,45833799,45843276,+,ENSG00000124104.19
3116538,chr20,ACOT8,45841721,45857405,-,ENSG00000101473.17
3116679,chr20,Metazoa_SRP,45847630,45847940,-,ENSG00000277051.1
3116682,chr20,ZSWIM3,45857614,45879122,+,ENSG00000132801.7
3116692,chr20,ZSWIM1,45881227,45885266,+,ENSG00000168612.5
3116702,chr20,SPATA25,45886491,45887622,-,ENSG00000149634.5
3116712,chr20,NEURL2,45888625,45891208,-,ENSG00000124257.7
3116729,chr20,CTSA,45890144,45898949,+,ENSG00000064601.21
3117616,chr20,ENSG00000271984,45892694,45893419,-,ENSG00000271984.1
3117620,chr20,PLTP,45898621,45912155,-,ENSG00000100979.15
3117794,chr20,ENSG00000285796,45926518,45935055,-,ENSG00000285796.1
3117797,chr20,PCIF1,45934683,45948023,+,ENSG00000100982.12
3117855,chr20,ZNF335,45948660,45972203,-,ENSG00000198026.8
3117929,chr20,FTLP1,45975249,45976075,-,ENSG00000235525.1
3117933,chr20,MMP9,46008908,46016561,+,ENSG00000100985.7
3117965,chr20,SLC12A5-AS1,46013500,46022073,-,ENSG00000204044.6
3117973,chr20,SLC12A5,46021690,46060150,+,ENSG00000124140.15
3118333,chr20,NCOA5,46060991,46089962,-,ENSG00000124160.12
3118366,chr20,RPL13P2,46099518,46100176,+,ENSG00000213820.3
3118369,chr20,CD40,46118271,46129863,+,ENSG00000101017.15
3118553,chr20,ENSG00000229957,46168404,46171237,-,ENSG00000229957.1
3118557,chr20,CDH22,46173739,46308498,-,ENSG00000149654.11
3118593,chr20,SLC35C2,46345980,46364458,-,ENSG00000080189.15
3118783,chr20,ENSG00000273828,46364551,46397994,+,ENSG00000273828.2
3118794,chr20,ELMO2,46366050,46432985,-,ENSG00000062598.18
3119156,chr20,ZNF663P,46414228,46459276,-,ENSG00000215452.5
3119164,chr20,ENSG00000283757,46455033,46496731,-,ENSG00000283757.1
3119178,chr20,MKRN7P,46463719,46477232,-,ENSG00000225849.2
3119185,chr20,ZNF840P,46484461,46492640,+,ENSG00000184617.10
3119190,chr20,ZNF334,46499630,46513559,-,ENSG00000198185.12
3119289,chr20,OCSTAMP,46540946,46550654,-,ENSG00000149635.3
3119301,chr20,SLC13A3,46557823,46684467,-,ENSG00000158296.14
3119545,chr20,ENSG00000273893,46681676,46682375,-,ENSG00000273893.1
3119548,chr20,TP53RK,46684365,46689444,-,ENSG00000172315.6
3119567,chr20,TP53RK-DT,46689659,46690289,+,ENSG00000271784.1
3119570,chr20,SLC2A10,46709649,46736347,+,ENSG00000197496.6
3119598,chr20,RN7SKP33,46859333,46859672,+,ENSG00000222874.1
3119601,chr20,ENSG00000235922,46863563,46864104,-,ENSG00000235922.1
3119604,chr20,EYA2,46894624,47188844,+,ENSG00000064655.19
3119805,chr20,ENSG00000236028,46901143,46901726,-,ENSG00000236028.1
3119809,chr20,GAPDHP54,46997596,46998488,+,ENSG00000226769.1
3119812,chr20,ENSG00000239783,47071865,47072236,+,ENSG00000239783.1
3119815,chr20,ENSG00000215450,47160838,47161700,-,ENSG00000215450.2
3119818,chr20,MIR3616,47166967,47167058,+,ENSG00000264901.1
3119821,chr20,ZMYND8,47209214,47356889,-,ENSG00000101040.20
3120697,chr20,ENSG00000267882,47318502,47320754,+,ENSG00000267882.2
3120700,chr20,ENSG00000273451,47348137,47349142,-,ENSG00000273451.1
3120703,chr20,ENSG00000231119,47352561,47354633,+,ENSG00000231119.2
3120707,chr20,ENSG00000289329,47352622,47353347,+,ENSG00000289329.1
3120711,chr20,ENSG00000289848,47357890,47358539,+,ENSG00000289848.1
3120714,chr20,ENSG00000289895,47358373,47358858,-,ENSG00000289895.1
3120717,chr20,LINC01754,47391925,47412327,-,ENSG00000224565.2
3120727,chr20,RPL35AP,47478214,47479010,-,ENSG00000234075.1
3120731,chr20,RNU6-497P,47484278,47484381,-,ENSG00000202186.1
3120734,chr20,RNU6-563P,47492978,47493085,-,ENSG00000201742.1
3120737,chr20,NCOA3,47501887,47656877,+,ENSG00000124151.19
3120899,chr20,ENSG00000229853,47630266,47631438,-,ENSG00000229853.1
3120903,chr20,SULF2,47656197,47786616,-,ENSG00000196562.16
3121194,chr20,ENSG00000255438,47677901,47686297,+,ENSG00000255438.2
3121200,chr20,RNU7-173P,47826969,47827044,-,ENSG00000238950.1
3121203,chr20,SRMP1,47859788,47860672,+,ENSG00000215448.3
3121206,chr20,RNA5SP486,47873191,47873273,+,ENSG00000251770.1
3121209,chr20,RNU7-92P,47904348,47904423,+,ENSG00000238785.1
3121212,chr20,ENSG00000234967,47950797,47954808,+,ENSG00000234967.2
3121228,chr20,ENSG00000228503,47958022,47958603,+,ENSG00000228503.1
3121232,chr20,ENSG00000287443,47974137,47977584,+,ENSG00000287443.1
3121236,chr20,LINC01522,47976739,47990127,-,ENSG00000237423.3
3121256,chr20,LINC01523,47983404,47984313,+,ENSG00000229522.1
3121260,chr20,ENSG00000286179,48007875,48022237,-,ENSG00000286179.1
3121267,chr20,ENSG00000287335,48025182,48060271,+,ENSG00000287335.2
3121278,chr20,ENSG00000276923,48073869,48074188,+,ENSG00000276923.1
3121281,chr20,ENSG00000287107,48120269,48136844,+,ENSG00000287107.1
3121287,chr20,ENSG00000289072,48192366,48216264,+,ENSG00000289072.1
3121293,chr20,ENSG00000288083,48264969,48275392,-,ENSG00000288083.1
3121297,chr20,ENSG00000286063,48324812,48367976,-,ENSG00000286063.1
3121302,chr20,LINC00494,48359884,48370636,+,ENSG00000235621.10
3121371,chr20,ENSG00000236874,48383323,48384895,-,ENSG00000236874.1
3121375,chr20,ENSG00000274261,48406777,48410716,+,ENSG00000274261.2
3121388,chr20,ENSG00000281365,48471308,48472414,+,ENSG00000281365.1
3121392,chr20,ENSG00000281460,48476999,48477553,+,ENSG00000281460.1
3121395,chr20,RNU7-144P,48494234,48494309,-,ENSG00000238452.1
3121398,chr20,PREX1,48624252,48827999,-,ENSG00000124126.14
3121539,chr20,ENSG00000286159,48657073,48659119,+,ENSG00000286159.1
3121543,chr20,ENSG00000278231,48821688,48849458,-,ENSG00000278231.1
3121547,chr20,ARFGEF2,48921711,49036693,+,ENSG00000124198.10
3122201,chr20,SNAP23P1,49038357,49038602,-,ENSG00000230758.1
3122204,chr20,CSE1L-DT,49040463,49046168,-,ENSG00000227431.6
3122216,chr20,CSE1L,49046246,49096960,+,ENSG00000124207.17
3122332,chr20,STAU1,49113339,49188367,-,ENSG00000124214.21
3122578,chr20,ARPC3P1,49134480,49135012,+,ENSG00000226284.1
3122581,chr20,DDX27,49219347,49244077,+,ENSG00000124228.15
3122693,chr20,ZNFX1,49237946,49278426,-,ENSG00000124201.15
3122835,chr20,ZFAS1,49278178,49299600,+,ENSG00000177410.13
3122901,chr20,ENSG00000277830,49278427,49278624,+,ENSG00000277830.1
3122904,chr20,SNORD12C,49278940,49279028,+,ENSG00000209042.1
3122907,chr20,ENSG00000274760,49279116,49279208,+,ENSG00000274760.1
3122910,chr20,SNORD12B,49280319,49280409,+,ENSG00000222365.1
3122913,chr20,ENSG00000277967,49280485,49280571,+,ENSG00000277967.1
3122916,chr20,SNORD12,49280683,49280772,+,ENSG00000212304.1
3122919,chr20,KCNB1,49293394,49484297,-,ENSG00000158445.10
3122971,chr20,ENSG00000283529,49318337,49441654,+,ENSG00000283529.1
3122999,chr20,PTGIS,49503874,49568137,-,ENSG00000124212.6
3123035,chr20,B4GALT5,49632945,49713878,-,ENSG00000158470.5
3123059,chr20,RN7SL197P,49721949,49722247,+,ENSG00000276031.1
3123062,chr20,SNRPFP1,49729591,49729842,-,ENSG00000231878.1
3123065,chr20,RNU6-919P,49794811,49794914,+,ENSG00000252540.1
3123068,chr20,SLC9A8,49812713,49892242,+,ENSG00000197818.12
3123149,chr20,ENSG00000237788,49829125,49831085,+,ENSG00000237788.1
3123153,chr20,SPATA2,49903391,49915529,-,ENSG00000158480.11
3123176,chr20,Y_RNA,49920597,49920694,-,ENSG00000199490.1
3123179,chr20,Metazoa_SRP,49932795,49933078,+,ENSG00000269103.2
3123182,chr20,RNF114,49936336,49953885,+,ENSG00000124226.11
3123283,chr20,KRT18P4,49956745,49958032,+,ENSG00000229222.1
3123286,chr20,RNU6-147P,49972106,49972212,+,ENSG00000206710.1
3123289,chr20,SNAI1,49982980,49988886,+,ENSG00000124216.4
3123301,chr20,TRERNA1,50040716,50041504,-,ENSG00000231265.1
3123305,chr20,UBE2V1,50081124,50115959,-,ENSG00000244687.13
3123490,chr20,PEDS1-UBE2V1,50081124,50153637,-,ENSG00000124208.16
3123511,chr20,PEDS1,50118254,50153734,-,ENSG00000240849.11
3123595,chr20,LINC01275,50162633,50166233,-,ENSG00000237595.7
3123621,chr20,ENSG00000234698,50166362,50171742,+,ENSG00000234698.1
3123628,chr20,LINC01273,50171809,50176676,+,ENSG00000231742.6
3123661,chr20,CEBPB-AS1,50184598,50191498,-,ENSG00000277449.1
3123669,chr20,CEBPB,50190830,50192668,+,ENSG00000172216.6
3123677,chr20,PELATON,50247643,50283250,+,ENSG00000224397.9
3123738,chr20,LINC01270,50292709,50315488,+,ENSG00000203999.10
3123815,chr20,LINC01271,50299876,50321486,-,ENSG00000233077.2
3123827,chr20,RN7SL636P,50429190,50429483,-,ENSG00000244376.3
3123830,chr20,COX6CP2,50479767,50479991,+,ENSG00000231715.1
3123833,chr20,PTPN1,50510321,50585241,+,ENSG00000196396.10
3123882,chr20,RN7SL672P,50557682,50557998,-,ENSG00000239742.3
3123885,chr20,Y_RNA,50563009,50563110,+,ENSG00000201501.1
3123888,chr20,ENSG00000232043,50570975,50578041,-,ENSG00000232043.1
3123892,chr20,MIR645,50585786,50585879,+,ENSG00000208018.1
3123895,chr20,RIPOR3,50586108,50691542,-,ENSG00000042062.13
3124025,chr20,MIR1302-5,50614636,50614785,-,ENSG00000221091.1
3124028,chr20,RPL36P2,50620763,50621077,+,ENSG00000231302.1
3124031,chr20,RIPOR3-AS1,50645471,50662275,+,ENSG00000234693.1
3124041,chr20,PARD6B,50731580,50756795,+,ENSG00000124171.9
3124064,chr20,BCAS4,50794894,50877177,+,ENSG00000124243.19
3124147,chr20,TMSB4XP6,50840615,50840749,-,ENSG00000230043.1
3124150,chr20,ADNP,50888916,50931437,-,ENSG00000101126.18
3124265,chr20,PSMD10P1,50913731,50914411,+,ENSG00000228663.1
3124268,chr20,ADNP-AS1,50930984,50945148,+,ENSG00000259456.4
3124287,chr20,DPM1,50934867,50959140,-,ENSG00000000419.14
3124500,chr20,MOCS3,50958818,50963929,+,ENSG00000124217.5
3124508,chr20,ENSG00000232358,50999370,51010019,+,ENSG00000232358.1
3124513,chr20,KCNG1,51003656,51023107,-,ENSG00000026559.14
3124566,chr20,ENSG00000279835,51098138,51098845,+,ENSG00000279835.1
3124569,chr20,RPSAP1,51130788,51131667,-,ENSG00000228820.2
3124572,chr20,NFATC2,51386957,51562831,-,ENSG00000101096.20
3124733,chr20,MIR3194,51452905,51452977,-,ENSG00000266761.1
3124736,chr20,ATP9A,51596514,51768390,-,ENSG00000054793.14
3124853,chr20,ENSG00000215444,51734533,51735067,+,ENSG00000215444.2
3124857,chr20,SALL4,51782331,51802521,-,ENSG00000101115.13
3124903,chr20,LINC01429,51831797,51862912,-,ENSG00000227964.1
3124908,chr20,RNU6-347P,51902291,51902395,+,ENSG00000252467.1
3124911,chr20,RNU7-6P,51904969,51905030,+,ENSG00000252654.1
